order_id,customer_id,product_id,store_id,order_date,quantity
ORD-01439,CUST-0444,PROD-041,STORE-01,2025-04-27,7
ORD-01440,CUST-0690,PROD-016,STORE-09,2025-07-15,1
ORD-01441,CUST-0657,PROD-093,STORE-10,2024-11-20,2
ORD-01442,CUST-0775,PROD-096,STORE-10,2025-02-21,1
ORD-01443,CUST-0718,PROD-010,STORE-06,2026-01-26,9
ORD-01444,CUST-0109,PROD-038,STORE-13,2025-04-21,5
ORD-01445,CUST-0622,PROD-012,STORE-05,2026-01-06,8
ORD-01446,CUST-0391,PROD-051,STORE-14,2025-03-25,1
ORD-01447,CUST-0486,PROD-021,STORE-09,2024-09-30,4
ORD-01448,CUST-0140,PROD-096,STORE-07,2025-12-19,9
ORD-01449,CUST-0303,PROD-082,STORE-03,2025-11-28,5
ORD-01450,CUST-0694,PROD-094,STORE-11,2024-09-05,6
ORD-01451,CUST-0981,PROD-002,STORE-09,2025-03-06,9
ORD-01452,CUST-0145,PROD-016,STORE-01,2025-05-04,1
ORD-01453,CUST-0587,PROD-077,STORE-07,2026-05-19,9
ORD-01454,CUST-0561,PROD-011,STORE-05,2026-01-18,4
ORD-01455,CUST-0767,PROD-095,STORE-15,2025-07-18,6
ORD-01456,CUST-0217,PROD-053,STORE-15,2024-09-08,9
ORD-01457,CUST-0146,PROD-021,STORE-03,2025-07-17,4
ORD-01458,CUST-0632,PROD-033,STORE-04,2026-03-11,2
ORD-01459,CUST-0186,PROD-086,STORE-13,2026-02-14,10
ORD-01460,CUST-0873,PROD-007,STORE-14,2024-10-16,9
ORD-01461,CUST-0473,PROD-083,STORE-09,2024-07-10,2
ORD-01462,CUST-0298,PROD-086,STORE-02,2025-09-21,5
ORD-01463,CUST-0101,PROD-026,STORE-12,2026-03-02,10
ORD-01464,CUST-0499,PROD-043,STORE-06,2025-04-14,3
ORD-01465,CUST-0688,PROD-084,STORE-04,2025-06-27,2
ORD-01466,CUST-0292,PROD-080,STORE-02,2025-09-20,4
ORD-01467,CUST-0326,PROD-063,STORE-08,2026-04-27,6
ORD-01468,CUST-0632,PROD-085,STORE-05,2026-04-14,10
ORD-01469,CUST-0157,PROD-073,STORE-10,2024-07-21,6
ORD-01470,CUST-0828,PROD-041,STORE-07,2025-02-02,3
ORD-01471,CUST-0005,PROD-041,STORE-04,2024-10-25,4
ORD-01472,CUST-0730,PROD-095,STORE-11,2024-10-17,7
ORD-01473,CUST-0284,PROD-047,STORE-03,2025-12-04,6
ORD-01474,CUST-0899,PROD-062,STORE-08,2025-06-16,8
ORD-01475,CUST-0368,PROD-100,STORE-05,2024-08-22,8
ORD-01476,CUST-0565,PROD-014,STORE-03,2026-05-10,10
ORD-01477,CUST-0084,PROD-036,STORE-14,2025-10-21,3
ORD-01478,CUST-0913,PROD-069,STORE-04,2024-09-02,5
ORD-01479,CUST-0752,PROD-081,STORE-02,2026-01-01,2
ORD-01480,CUST-0914,PROD-003,STORE-14,2024-12-18,9
ORD-01481,CUST-0647,PROD-004,STORE-14,2026-05-09,10
ORD-01482,CUST-0593,PROD-052,STORE-13,2024-12-06,10
ORD-01483,CUST-0218,PROD-005,STORE-09,2026-03-11,5
ORD-01484,CUST-0557,PROD-070,STORE-08,2025-12-03,3
ORD-01485,CUST-GHOST-999,PROD-051,STORE-04,2025-11-12,10
ORD-01486,CUST-0751,PROD-038,STORE-03,2024-10-09,8
ORD-01487,CUST-0514,PROD-066,STORE-02,2026-02-09,7
ORD-01488,CUST-0373,PROD-065,STORE-01,2026-01-01,4
ORD-01489,CUST-0869,PROD-079,STORE-11,2024-10-25,3
ORD-01490,CUST-0776,PROD-066,STORE-03,2025-07-16,8
ORD-01491,CUST-0164,PROD-023,STORE-10,2025-07-28,10
ORD-01492,CUST-0676,PROD-019,STORE-12,2026-01-09,8
ORD-01493,CUST-0962,PROD-046,STORE-01,2025-10-07,4
ORD-01494,CUST-0780,PROD-063,STORE-04,2025-11-09,2
ORD-01495,CUST-0271,PROD-048,STORE-04,2025-08-02,1
ORD-01496,CUST-0685,PROD-027,STORE-09,2026-06-14,6
ORD-01497,CUST-0398,PROD-061,STORE-15,2026-02-09,8
ORD-01498,CUST-0903,PROD-006,STORE-01,2025-03-14,6
ORD-01499,CUST-0106,PROD-091,STORE-09,2025-06-04,5
ORD-01500,CUST-0855,PROD-095,STORE-05,2026-02-22,10
ORD-01501,CUST-0558,PROD-073,STORE-03,2024-10-01,7
ORD-01502,CUST-0670,PROD-049,STORE-06,2025-03-12,10
ORD-01503,CUST-0670,PROD-010,STORE-09,2025-02-02,5
ORD-01504,CUST-0386,PROD-029,STORE-09,2025-03-28,7
ORD-01505,CUST-0362,PROD-045,STORE-08,2025-10-19,8
ORD-01506,CUST-0909,PROD-078,STORE-01,2026-04-17,9
ORD-01507,CUST-0904,PROD-018,STORE-08,2026-06-22,3
ORD-01508,CUST-0236,PROD-010,STORE-09,2025-05-22,5
ORD-01509,CUST-0217,PROD-020,STORE-03,2024-07-23,3
ORD-01510,CUST-0371,PROD-078,STORE-12,2026-05-14,2
ORD-01511,CUST-0677,PROD-030,STORE-07,2025-12-27,6
ORD-01512,CUST-0738,PROD-015,STORE-08,2026-02-13,8
ORD-01513,CUST-0491,PROD-027,STORE-10,2025-12-04,3
ORD-01514,CUST-0663,PROD-053,STORE-01,2025-04-19,4
ORD-01515,CUST-0045,PROD-017,STORE-10,2024-12-24,10
ORD-01516,CUST-0165,PROD-018,STORE-11,2024-12-01,9
ORD-01517,CUST-0041,PROD-074,STORE-03,2025-10-09,1
ORD-01518,CUST-GHOST-999,PROD-034,STORE-15,2025-10-06,3
ORD-01519,CUST-0530,PROD-052,STORE-10,2024-08-19,10
ORD-01520,CUST-0653,PROD-003,STORE-15,2024-10-18,5
ORD-01521,CUST-0970,PROD-011,STORE-04,2025-09-05,8
ORD-01522,CUST-0622,PROD-061,STORE-14,2025-10-22,8
ORD-01523,CUST-0175,PROD-029,STORE-14,2025-07-13,7
ORD-01524,CUST-0616,PROD-019,STORE-13,2024-09-05,10
ORD-01525,CUST-0841,PROD-099,STORE-03,2026-03-09,10
ORD-01526,CUST-0676,PROD-066,STORE-05,2024-07-03,3
ORD-01527,CUST-0742,PROD-088,STORE-06,2024-10-10,8
ORD-01528,CUST-0611,PROD-076,STORE-02,2026-02-07,4
ORD-01529,CUST-0388,PROD-050,STORE-03,2026-04-29,2
ORD-01530,CUST-0017,PROD-026,STORE-09,2025-02-17,9
ORD-01531,CUST-0701,PROD-054,STORE-14,2025-08-20,3
ORD-01532,CUST-0621,PROD-013,STORE-03,2026-04-26,8
ORD-01533,CUST-0924,PROD-079,STORE-10,2026-03-03,1
ORD-01534,CUST-0899,PROD-069,STORE-09,2026-02-18,2
ORD-01535,CUST-0096,PROD-062,STORE-11,2026-05-18,3
ORD-01536,CUST-0924,PROD-078,STORE-09,2024-08-28,1
ORD-01537,CUST-0919,PROD-100,STORE-11,2025-07-14,7
ORD-01538,CUST-0535,PROD-054,STORE-06,2026-10-27,1
ORD-01539,CUST-0715,PROD-068,STORE-07,2025-06-10,4
ORD-01540,CUST-0961,PROD-062,STORE-13,2025-02-20,7
ORD-01541,CUST-0359,PROD-076,STORE-13,2024-10-31,10
ORD-01542,CUST-0101,PROD-055,STORE-03,2026-06-17,5
ORD-01543,CUST-0489,PROD-099,STORE-04,2025-02-06,2
ORD-01544,CUST-0291,PROD-077,STORE-15,2024-10-25,9
ORD-01545,CUST-0419,PROD-033,STORE-04,2024-08-13,1
ORD-01546,CUST-0727,PROD-096,STORE-13,2025-01-25,1
ORD-01547,CUST-0592,PROD-067,STORE-02,2025-09-12,9
ORD-01548,CUST-0008,PROD-049,STORE-11,2025-03-31,4
ORD-01549,CUST-0705,PROD-041,STORE-07,2025-03-23,6
ORD-01550,CUST-0110,PROD-020,STORE-07,2024-08-30,10
ORD-01551,CUST-0260,PROD-034,STORE-14,2024-08-16,9
ORD-01552,CUST-0434,PROD-073,STORE-06,2024-11-08,10
ORD-01553,CUST-0283,PROD-088,STORE-07,2025-12-25,4
ORD-01554,CUST-0424,PROD-071,STORE-13,2026-02-11,9
ORD-01555,CUST-0495,PROD-023,STORE-06,2025-06-14,9
ORD-01556,CUST-0569,PROD-062,STORE-05,2025-01-08,5
ORD-01557,CUST-0592,PROD-045,STORE-13,2025-06-24,7
ORD-01558,CUST-0754,PROD-018,STORE-14,2025-01-06,2
ORD-01559,CUST-0766,PROD-030,STORE-08,2026-02-04,3
ORD-01560,CUST-0103,PROD-028,STORE-09,2026-05-03,7
ORD-01561,CUST-0805,PROD-044,STORE-13,2026-10-27,9
ORD-01562,CUST-0629,PROD-090,STORE-11,2025-11-09,1
ORD-01563,CUST-0165,PROD-050,STORE-11,2026-06-09,1
ORD-01564,CUST-0824,PROD-012,STORE-14,2024-10-09,3
ORD-01565,CUST-0483,PROD-077,STORE-07,2026-06-21,2
ORD-01566,CUST-0066,PROD-034,STORE-04,2024-09-26,6
ORD-01567,CUST-0082,PROD-078,STORE-01,2025-09-06,7
ORD-01568,CUST-0954,PROD-052,STORE-10,2025-07-06,9
ORD-01569,CUST-0294,PROD-092,STORE-10,2024-07-22,1
ORD-01570,CUST-0969,PROD-100,STORE-14,2025-03-31,3
ORD-01571,CUST-0656,PROD-064,STORE-08,2026-04-20,1
ORD-01572,CUST-0207,PROD-085,STORE-15,2025-01-30,9
ORD-01573,CUST-0293,PROD-025,STORE-01,2025-04-29,10
ORD-01574,CUST-0523,PROD-067,STORE-12,2025-05-05,4
ORD-01575,CUST-0630,PROD-022,STORE-11,2026-04-18,1
ORD-01576,CUST-0369,PROD-031,STORE-11,2025-10-16,1
ORD-01577,CUST-1000,PROD-021,STORE-02,2026-06-04,5
ORD-01578,CUST-0799,PROD-052,STORE-06,2025-12-02,7
ORD-01579,CUST-0416,PROD-076,STORE-04,2024-09-30,9
ORD-01580,CUST-0016,PROD-095,STORE-12,2025-05-30,2
ORD-01581,CUST-0942,PROD-012,STORE-09,2025-04-02,5
ORD-01582,CUST-0744,PROD-072,STORE-15,2025-07-25,10
ORD-01583,CUST-0357,PROD-045,STORE-14,2026-04-09,5
ORD-01584,CUST-0232,PROD-078,STORE-04,2025-10-20,8
ORD-01585,CUST-0953,PROD-052,STORE-10,2025-02-20,1
ORD-01586,CUST-0268,PROD-023,STORE-07,2026-10-27,9
ORD-01587,CUST-0110,PROD-072,STORE-02,2024-08-25,9
ORD-01588,CUST-0302,PROD-044,STORE-02,2025-12-03,9
ORD-01589,CUST-0980,PROD-033,STORE-15,2025-05-08,9
ORD-01590,CUST-0833,PROD-074,STORE-05,2025-07-19,8
ORD-01591,CUST-0990,PROD-049,STORE-10,2025-06-06,8
ORD-01592,CUST-0789,PROD-032,STORE-13,2025-01-12,6
ORD-01593,CUST-0985,PROD-100,STORE-08,2026-05-04,8
ORD-01594,CUST-0919,PROD-076,STORE-14,2026-05-03,1
ORD-01595,CUST-0494,PROD-015,STORE-05,2025-12-04,2
ORD-01596,CUST-0392,PROD-082,STORE-13,2024-07-25,4
ORD-01597,CUST-0694,PROD-090,STORE-04,2025-10-17,6
ORD-01598,CUST-0423,PROD-046,STORE-09,2025-11-04,9
ORD-01599,CUST-0010,PROD-090,STORE-14,2024-08-05,5
ORD-01600,CUST-0255,PROD-037,STORE-02,2026-01-18,7
ORD-01601,CUST-0690,PROD-096,STORE-14,2026-02-26,6
ORD-01602,CUST-0078,PROD-071,STORE-15,2024-12-29,3
ORD-01603,CUST-0488,PROD-041,STORE-06,2025-12-17,4
ORD-01604,CUST-0916,PROD-074,STORE-05,2026-03-21,3
ORD-01605,CUST-0970,PROD-096,STORE-11,2025-08-31,4
ORD-01606,CUST-0511,PROD-095,STORE-04,2024-06-28,4
ORD-01607,CUST-0754,PROD-031,STORE-14,2024-10-20,5
ORD-01608,CUST-0212,PROD-030,STORE-04,2026-04-15,4
ORD-01609,CUST-0857,PROD-080,STORE-06,2024-09-11,3
ORD-01610,CUST-0798,PROD-014,STORE-02,2025-02-02,2
ORD-01611,CUST-0693,PROD-085,STORE-08,2025-04-09,10
ORD-01612,CUST-0007,PROD-098,STORE-14,2024-10-22,9
ORD-01613,CUST-0981,PROD-006,STORE-14,2025-09-07,8
ORD-01614,CUST-0381,PROD-080,STORE-06,2025-04-28,8
ORD-01615,CUST-0920,PROD-074,STORE-14,2026-04-16,5
ORD-01616,CUST-0503,PROD-024,STORE-13,2024-08-17,9
ORD-01617,CUST-0287,PROD-051,STORE-04,2024-12-12,10
ORD-01618,CUST-0132,PROD-007,STORE-09,2025-04-19,7
ORD-01619,CUST-0490,PROD-070,STORE-01,2026-05-01,9
ORD-01620,CUST-0356,PROD-051,STORE-14,2025-06-16,3
ORD-01621,CUST-0469,PROD-016,STORE-12,2025-11-23,9
ORD-01622,CUST-0472,PROD-041,STORE-12,2024-09-02,1
ORD-01623,CUST-0013,PROD-087,STORE-04,2025-03-20,7
ORD-01624,CUST-0595,PROD-013,STORE-06,2025-06-18,6
ORD-01625,CUST-0628,PROD-034,STORE-03,2025-06-20,9
ORD-01626,CUST-0270,PROD-031,STORE-05,2025-11-03,8
ORD-01627,CUST-0982,PROD-079,STORE-06,2025-08-11,6
ORD-01628,CUST-0189,PROD-064,STORE-07,2026-05-22,4
ORD-01629,CUST-0430,PROD-090,STORE-13,2026-03-19,6
ORD-01630,CUST-0374,PROD-052,STORE-05,2025-06-18,8
ORD-01631,CUST-0185,PROD-074,STORE-03,2024-09-14,10
ORD-01632,CUST-0703,PROD-030,STORE-14,2024-08-27,2
ORD-01633,CUST-0739,PROD-035,STORE-13,2024-11-09,4
ORD-01634,CUST-0569,PROD-056,STORE-14,2026-01-11,7
ORD-01635,CUST-0201,PROD-019,STORE-13,2024-09-14,3
ORD-01636,CUST-0485,PROD-002,STORE-03,2026-06-04,7
ORD-01637,CUST-0512,PROD-018,STORE-15,2026-06-08,9
ORD-01638,CUST-0547,PROD-093,STORE-06,2025-04-26,8
ORD-01639,CUST-0308,PROD-033,STORE-09,2026-02-08,10
ORD-01640,CUST-0049,PROD-051,STORE-02,2025-05-24,3
ORD-01641,CUST-0062,PROD-028,STORE-14,2024-11-23,5
ORD-01642,CUST-0488,PROD-081,STORE-02,2025-04-29,8
ORD-01643,CUST-0763,PROD-043,STORE-05,2025-03-04,6
ORD-01644,CUST-0369,PROD-072,STORE-09,2024-08-11,5
ORD-01645,CUST-0353,PROD-003,STORE-07,2025-02-23,2
ORD-01646,CUST-0360,PROD-087,STORE-10,2025-03-14,4
ORD-01647,CUST-0591,PROD-074,STORE-11,2025-10-04,9
ORD-01648,CUST-0179,PROD-100,STORE-05,2025-07-04,6
ORD-01649,CUST-0333,PROD-087,STORE-09,2024-12-04,8
ORD-01650,CUST-0794,PROD-095,STORE-08,2025-12-19,2
ORD-01651,CUST-0391,PROD-079,STORE-05,2026-01-18,8
ORD-01652,CUST-0647,PROD-019,STORE-14,2025-06-26,3
ORD-01653,CUST-0656,PROD-044,STORE-07,2024-09-18,10
ORD-01654,CUST-0586,PROD-052,STORE-14,2025-01-24,2
ORD-01655,CUST-0082,PROD-021,STORE-06,2025-06-10,4
ORD-01656,CUST-0322,PROD-041,STORE-11,2024-07-21,5
ORD-01657,CUST-0728,PROD-035,STORE-10,2025-08-19,7
ORD-01658,CUST-0278,PROD-057,STORE-13,2024-10-20,6
ORD-01659,CUST-0766,PROD-076,STORE-09,2025-06-22,8
ORD-01660,CUST-0424,PROD-022,STORE-03,2024-10-13,1
ORD-01661,CUST-0129,PROD-094,STORE-04,2025-11-01,5
ORD-01662,CUST-0964,PROD-096,STORE-12,2024-12-04,2
ORD-01663,CUST-0216,PROD-022,STORE-07,2025-02-25,2
ORD-01664,CUST-0098,PROD-009,STORE-15,2025-09-06,8
ORD-01665,CUST-0562,PROD-007,STORE-01,2024-07-16,7
ORD-01666,CUST-0537,PROD-098,STORE-02,2025-10-01,2
ORD-01667,CUST-0269,PROD-080,STORE-03,2026-02-13,2
ORD-01668,CUST-0671,PROD-050,STORE-05,2025-04-13,4
ORD-01669,CUST-0254,PROD-095,STORE-05,2024-08-09,8
ORD-01670,CUST-0642,PROD-017,STORE-03,2026-06-19,9
ORD-01671,CUST-0859,PROD-022,STORE-01,2026-03-12,1
ORD-01672,CUST-0680,PROD-046,STORE-14,2025-03-29,6
ORD-01673,CUST-0885,PROD-061,STORE-08,2026-02-25,9
ORD-01674,CUST-0958,PROD-035,STORE-09,2025-05-22,8
ORD-01675,CUST-0139,PROD-090,STORE-09,2025-06-24,3
ORD-01676,CUST-0606,PROD-077,STORE-08,2024-12-04,10
ORD-01677,CUST-0446,PROD-068,STORE-11,2024-08-03,9
ORD-01678,CUST-0318,PROD-045,STORE-08,2024-12-03,9
ORD-01679,CUST-0233,PROD-012,STORE-08,2026-04-27,5
ORD-01680,CUST-0375,PROD-053,STORE-05,2024-07-09,3
ORD-01681,CUST-0311,PROD-002,STORE-01,2026-02-01,9
ORD-01682,CUST-0835,PROD-098,STORE-14,2025-12-05,3
ORD-01683,CUST-0353,PROD-037,STORE-08,2025-05-16,9
ORD-01684,CUST-0009,PROD-089,STORE-15,2025-01-17,8
ORD-01685,CUST-0970,PROD-097,STORE-08,2025-01-03,5
ORD-01686,CUST-0010,PROD-099,STORE-07,2025-10-28,5
ORD-01687,CUST-0612,PROD-030,STORE-13,2026-10-27,1
ORD-01688,CUST-0562,PROD-048,STORE-04,2024-08-25,7
ORD-01689,CUST-0904,PROD-072,STORE-07,2024-10-10,7
ORD-01690,CUST-0256,PROD-021,STORE-12,2024-08-14,7
ORD-01691,CUST-0849,PROD-049,STORE-04,2025-01-20,5
ORD-01692,CUST-0082,PROD-055,STORE-11,2025-05-02,4
ORD-01693,CUST-0530,PROD-098,STORE-13,2024-08-24,10
ORD-01694,CUST-0827,PROD-089,STORE-11,2025-02-08,5
ORD-01695,CUST-0292,PROD-084,STORE-12,2026-05-01,9
ORD-01696,CUST-0829,PROD-035,STORE-07,2025-12-27,4
ORD-01697,CUST-0874,PROD-009,STORE-03,2025-06-07,3
ORD-01698,CUST-0297,PROD-015,STORE-11,2026-04-29,8
ORD-01699,CUST-0633,PROD-058,STORE-05,2025-05-14,10
ORD-01700,CUST-0504,PROD-025,STORE-06,2025-08-03,1
ORD-01701,CUST-0156,PROD-007,STORE-09,2024-12-05,1
ORD-01702,CUST-0191,PROD-014,STORE-05,2025-11-24,5
ORD-01703,CUST-0129,PROD-092,STORE-08,2026-05-16,1
ORD-01704,CUST-0239,PROD-012,STORE-03,2025-01-09,1
ORD-01705,CUST-0506,PROD-028,STORE-06,2024-11-11,7
ORD-01706,CUST-0320,PROD-064,STORE-06,2026-03-29,8
ORD-01707,CUST-0714,PROD-005,STORE-06,2024-08-02,2
ORD-01708,CUST-0864,PROD-097,STORE-03,2024-09-01,1
ORD-01709,CUST-0273,PROD-100,STORE-07,2026-05-18,2
ORD-01710,CUST-0557,PROD-061,STORE-03,2026-05-23,4
ORD-01711,CUST-0918,PROD-033,STORE-14,2025-05-20,7
ORD-01712,CUST-0849,PROD-002,STORE-02,2025-03-14,4
ORD-01713,CUST-0395,PROD-099,STORE-08,2026-01-28,4
ORD-01714,CUST-0756,PROD-005,STORE-04,2025-02-07,8
ORD-01715,CUST-0753,PROD-099,STORE-02,2024-10-27,9
ORD-01716,CUST-0682,PROD-027,STORE-08,2024-11-23,7
ORD-01717,CUST-0698,PROD-040,STORE-15,2025-03-20,6
ORD-01718,CUST-0163,PROD-081,STORE-12,2025-05-13,1
ORD-01719,CUST-0763,PROD-071,STORE-09,2025-07-01,2
ORD-01720,CUST-0260,PROD-062,STORE-11,2025-06-26,5
ORD-01721,CUST-0204,PROD-047,STORE-15,2025-08-11,1
ORD-01722,CUST-0885,PROD-086,STORE-04,2025-12-09,2
ORD-01723,CUST-0242,PROD-082,STORE-07,2026-02-20,6
ORD-01724,CUST-0016,PROD-022,STORE-13,2024-10-24,5
ORD-01725,CUST-0599,PROD-016,STORE-07,2025-12-15,4
ORD-01726,CUST-0010,PROD-006,STORE-10,2026-10-27,8
ORD-01727,CUST-0705,PROD-077,STORE-03,2025-03-24,6
ORD-01728,CUST-0790,PROD-012,STORE-04,2026-05-31,3
ORD-01729,CUST-0512,PROD-012,STORE-11,2025-12-12,10
ORD-01730,CUST-0347,PROD-098,STORE-11,2025-09-07,1
ORD-01731,CUST-0062,PROD-046,STORE-11,2025-04-20,3
ORD-01732,CUST-0719,PROD-069,STORE-13,2026-03-23,2
ORD-01733,CUST-0129,PROD-063,STORE-04,2024-06-29,6
ORD-01734,CUST-0572,PROD-083,STORE-13,2025-08-31,6
ORD-01735,CUST-0825,PROD-057,STORE-12,2026-02-20,4
ORD-01736,CUST-0022,PROD-089,STORE-07,2026-05-17,6
ORD-01737,CUST-0742,PROD-018,STORE-05,2025-09-28,1
ORD-01738,CUST-0497,PROD-091,STORE-08,2024-11-23,9
ORD-01739,CUST-0302,PROD-070,STORE-12,2024-08-21,8
ORD-01740,CUST-0195,PROD-073,STORE-03,2026-01-04,9
ORD-01741,CUST-0357,PROD-042,STORE-12,2025-11-22,8
ORD-01742,CUST-0282,PROD-077,STORE-15,2025-09-14,9
ORD-01743,CUST-0165,PROD-009,STORE-09,2025-10-13,3
ORD-01744,CUST-0461,PROD-038,STORE-14,2024-10-12,5
ORD-01745,CUST-0555,PROD-047,STORE-08,2025-02-28,1
ORD-01746,CUST-0795,PROD-082,STORE-09,2025-11-19,7
ORD-01747,CUST-0752,PROD-024,STORE-15,2026-03-23,1
ORD-01748,CUST-0635,PROD-047,STORE-13,2026-06-21,10
ORD-01749,CUST-0245,PROD-042,STORE-12,2026-01-13,2
ORD-01750,CUST-0675,PROD-069,STORE-14,2026-01-19,7
ORD-01751,CUST-0195,PROD-068,STORE-11,2026-03-24,8
ORD-01752,CUST-0785,PROD-071,STORE-03,2026-01-15,10
ORD-01753,CUST-0290,PROD-042,STORE-07,2026-01-12,6
ORD-01754,CUST-0114,PROD-013,STORE-09,2025-02-22,2
ORD-01755,CUST-0045,PROD-017,STORE-03,2024-07-03,1
ORD-01756,CUST-0207,PROD-014,STORE-08,2024-10-16,4
ORD-01757,CUST-0102,PROD-005,STORE-10,2026-05-19,7
ORD-01758,CUST-0674,PROD-063,STORE-09,2025-06-13,10
ORD-01759,CUST-0719,PROD-076,STORE-05,2026-06-17,1
ORD-01760,CUST-0376,PROD-029,STORE-10,2024-10-14,2
ORD-01761,CUST-0014,PROD-027,STORE-11,2025-07-14,8
ORD-01762,CUST-0951,PROD-011,STORE-08,2026-04-24,1
ORD-01763,CUST-0370,PROD-072,STORE-12,2025-02-22,7
ORD-01764,CUST-0842,PROD-048,STORE-13,2024-09-18,1
ORD-01765,CUST-0844,PROD-079,STORE-05,2026-02-27,9
ORD-01766,CUST-0042,PROD-094,STORE-02,2025-11-27,5
ORD-01767,CUST-0080,PROD-028,STORE-09,2025-05-03,2
ORD-01768,CUST-0104,PROD-093,STORE-04,2025-01-12,9
ORD-01769,CUST-0395,PROD-025,STORE-04,2025-07-31,9
ORD-01770,CUST-0673,PROD-032,STORE-10,2026-01-04,3
ORD-01771,CUST-0572,PROD-096,STORE-09,2024-06-24,7
ORD-01772,CUST-0765,PROD-014,STORE-13,2025-06-06,10
ORD-01773,CUST-0367,PROD-087,STORE-08,2026-03-30,7
ORD-01774,CUST-0905,PROD-014,STORE-03,2026-04-18,3
ORD-01775,CUST-0564,PROD-052,STORE-09,2024-09-27,6
ORD-01776,CUST-0674,PROD-021,STORE-09,2025-10-27,10
ORD-01777,CUST-0454,PROD-046,STORE-15,2025-06-06,6
ORD-01778,CUST-0564,PROD-042,STORE-14,2025-10-31,6
ORD-01779,CUST-0423,PROD-098,STORE-11,2025-09-14,7
ORD-01780,CUST-0846,PROD-093,STORE-06,2024-09-05,10
ORD-01781,CUST-0247,PROD-073,STORE-09,2024-07-20,4
ORD-01782,CUST-0385,PROD-099,STORE-09,2024-12-08,5
ORD-01783,CUST-0369,PROD-058,STORE-08,2026-01-22,7
ORD-01784,CUST-0001,PROD-093,STORE-01,2024-11-14,5
ORD-01785,CUST-0611,PROD-003,STORE-09,2025-05-14,3
ORD-01786,CUST-0912,PROD-039,STORE-01,2025-12-14,5
ORD-01787,CUST-0228,PROD-028,STORE-14,2025-08-20,6
ORD-01788,CUST-0023,PROD-099,STORE-14,2026-02-13,5
ORD-01789,CUST-0942,PROD-071,STORE-09,2024-10-29,9
ORD-01790,CUST-0585,PROD-074,STORE-03,2025-10-01,2
ORD-01791,CUST-0039,PROD-059,STORE-06,2025-04-11,3
ORD-01792,CUST-0142,PROD-034,STORE-06,2024-12-06,10
ORD-01793,CUST-0256,PROD-030,STORE-05,2025-03-19,5
ORD-01794,CUST-0095,PROD-074,STORE-07,2024-12-01,10
ORD-01795,CUST-0940,PROD-028,STORE-12,2024-11-17,2
ORD-01796,CUST-0741,PROD-042,STORE-13,2025-12-01,8
ORD-01797,CUST-0178,PROD-063,STORE-14,2025-09-13,10
ORD-01798,CUST-0840,PROD-013,STORE-10,2024-07-03,5
ORD-01799,CUST-0039,PROD-094,STORE-13,2025-04-05,10
ORD-01800,CUST-0391,PROD-011,STORE-13,2026-03-16,1
ORD-01801,CUST-0944,PROD-099,STORE-06,2025-03-31,6
ORD-01802,CUST-0901,PROD-056,STORE-07,2024-07-04,2
ORD-01803,CUST-0891,PROD-099,STORE-04,2026-10-27,10
ORD-01804,CUST-0951,PROD-002,STORE-11,2026-05-19,7
ORD-01805,CUST-0056,PROD-040,STORE-09,2025-02-15,1
ORD-01806,CUST-0327,PROD-070,STORE-10,2025-07-16,3
ORD-01807,CUST-0335,PROD-065,STORE-12,2026-03-20,4
ORD-01808,CUST-0157,PROD-007,STORE-11,2026-04-27,7
ORD-01809,CUST-0995,PROD-058,STORE-13,2024-09-26,10
ORD-01810,CUST-0590,PROD-065,STORE-02,2025-12-17,4
ORD-01811,CUST-0443,PROD-038,STORE-13,2026-10-27,7
ORD-01812,CUST-0152,PROD-017,STORE-06,2025-11-08,2
ORD-01813,CUST-0488,PROD-074,STORE-12,2025-06-11,1
ORD-01814,CUST-0562,PROD-052,STORE-05,2025-05-09,2
ORD-01815,CUST-0409,PROD-065,STORE-07,2025-05-06,3
ORD-01816,CUST-0781,PROD-018,STORE-08,2025-03-22,9
ORD-01817,CUST-0203,PROD-063,STORE-07,2025-03-22,10
ORD-01818,CUST-0201,PROD-072,STORE-10,2026-03-27,9
ORD-01819,CUST-0253,PROD-032,STORE-02,2025-08-17,5
ORD-01820,CUST-0796,PROD-056,STORE-06,2025-05-18,10
ORD-01821,CUST-0092,PROD-015,STORE-11,2025-08-02,7
ORD-01822,CUST-0434,PROD-047,STORE-06,2026-02-06,4
ORD-01823,CUST-0329,PROD-045,STORE-10,2025-03-09,1
ORD-01824,CUST-0789,PROD-040,STORE-03,2024-09-18,6
ORD-01825,CUST-0632,PROD-057,STORE-10,2026-06-11,3
ORD-01826,CUST-0452,PROD-006,STORE-15,2024-11-05,4
ORD-01827,CUST-0205,PROD-088,STORE-06,2025-06-13,3
ORD-01828,CUST-0776,PROD-094,STORE-14,2025-05-20,2
ORD-01829,CUST-0116,PROD-095,STORE-01,2025-04-07,4
ORD-01830,CUST-0972,PROD-080,STORE-15,2024-11-06,3
ORD-01831,CUST-0890,PROD-037,STORE-01,2025-08-25,6
ORD-01832,CUST-0711,PROD-015,STORE-05,2025-09-27,8
ORD-01833,CUST-0483,PROD-003,STORE-06,2024-10-26,4
ORD-01834,CUST-0758,PROD-069,STORE-04,2025-08-17,4
ORD-01835,CUST-0560,PROD-067,STORE-13,2025-05-26,5
ORD-01836,CUST-0562,PROD-062,STORE-10,2025-04-14,3
ORD-01837,CUST-0712,PROD-090,STORE-11,2025-01-29,1
