payment_id,order_id,amount,status
PAY-02009,ORD-02009,376.68,completed
PAY-02010,ORD-02010,997.36,completed
PAY-02011,ORD-02011,2572.2,completed
PAY-02012,ORD-02012,988.24,completed
PAY-02013,ORD-02013,762.48,completed
PAY-02014,ORD-02014,3855.42,completed
PAY-02015,ORD-02015,2689.12,completed
PAY-02016,ORD-02016,2430.72,completed
PAY-02017,ORD-02017,2733.92,completed
PAY-02018,ORD-02018,326.13,pending
PAY-02019,ORD-02019,2453.58,completed
PAY-02020,ORD-02020,166.08,completed
PAY-02021,ORD-02021,3510.4,pending
PAY-02022,ORD-02022,425.32,completed
PAY-02023,ORD-02023,180.66,completed
PAY-02024,ORD-02024,2902.2,completed
PAY-02025,ORD-02025,607.68,completed
PAY-02026,ORD-02026,237.82,completed
PAY-02027,ORD-02027,919.3,completed
PAY-02028,ORD-02028,3228.0,completed
PAY-02029,ORD-02029,494.12,completed
PAY-02030,ORD-02030,919.56,completed
PAY-02031,ORD-02031,120.44,completed
PAY-02032,ORD-02032,1931.6,completed
PAY-02033,ORD-02033,1163.4,completed
PAY-02034,ORD-02034,685.47,completed
PAY-02035,ORD-02035,3579.1,completed
PAY-02036,ORD-02036,832.9,completed
PAY-02037,ORD-02037,3082.05,completed
PAY-02038,ORD-02038,1334.55,completed
PAY-02039,ORD-02039,3791.1,completed
PAY-02040,ORD-02040,2218.6,completed
PAY-02041,ORD-02041,1621.6,pending
PAY-02042,ORD-02042,757.72,completed
PAY-02043,ORD-02043,3662.2,completed
PAY-02044,ORD-02044,336.14,completed
PAY-02045,ORD-02045,200.37,completed
PAY-02046,ORD-02046,2145.08,completed
PAY-02047,ORD-02047,241.48,completed
PAY-02048,ORD-02048,1331.16,completed
PAY-02049,ORD-02049,827.3,completed
PAY-02050,ORD-02050,1163.4,completed
PAY-02051,ORD-02051,4399.7,pending
PAY-02052,ORD-02052,1137.33,completed
PAY-02053,ORD-02053,710.28,completed
PAY-02054,ORD-02054,271.99,completed
PAY-02055,ORD-02055,2757.9,completed
PAY-02056,ORD-02056,422.21,completed
PAY-02057,ORD-02057,1939.0,completed
PAY-02058,ORD-02058,2321.06,completed
PAY-02059,ORD-02059,1824.3,completed
PAY-02060,ORD-02060,3030.88,completed
PAY-02061,ORD-02061,2713.69,completed
PAY-02062,ORD-02062,1902.53,completed
PAY-02063,ORD-02063,1266.63,completed
PAY-02064,ORD-02064,126.22,completed
PAY-02065,ORD-02065,68.48,completed
PAY-02066,ORD-02066,387.8,completed
PAY-02067,ORD-02067,3057.95,completed
PAY-02068,ORD-02068,3417.4,completed
PAY-02069,ORD-02069,900.66,completed
PAY-02070,ORD-02070,2306.7,completed
PAY-02071,ORD-02071,2586.54,completed
PAY-02072,ORD-02072,276.8,failed
PAY-02073,ORD-02073,241.48,completed
PAY-02074,ORD-02074,3402.56,completed
PAY-02075,ORD-02075,1140.54,completed
PAY-02076,ORD-02076,165.84,completed
PAY-02077,ORD-02077,2170.7,completed
PAY-02078,ORD-02078,685.47,completed
PAY-02079,ORD-02079,591.65,completed
PAY-02080,ORD-02080,3923.19,pending
PAY-02081,ORD-02081,1635.72,pending
PAY-02082,ORD-02082,663.16,completed
PAY-02083,ORD-02083,867.4,completed
PAY-02084,ORD-02084,2453.58,completed
PAY-02085,ORD-02085,3147.12,completed
PAY-02086,ORD-02086,2050.4,completed
PAY-02087,ORD-02087,828.31,completed
PAY-02088,ORD-02088,355.14,completed
PAY-02089,ORD-02089,2284.9,completed
PAY-02090,ORD-02090,4035.0,completed
PAY-02091,ORD-02091,827.36,completed
PAY-02092,ORD-02092,443.3,completed
PAY-02093,ORD-02093,1183.8,completed
PAY-02094,ORD-02094,844.42,completed
PAY-02095,ORD-02095,2430.4,pending
PAY-02096,ORD-02096,1519.2,pending
PAY-02097,ORD-02097,538.8,completed
PAY-02098,ORD-02098,2907.9,completed
PAY-02099,ORD-02099,352.08,completed
PAY-02100,ORD-02100,1163.16,completed
PAY-02101,ORD-02101,249.12,completed
PAY-02102,ORD-02102,41.46,completed
PAY-02103,ORD-02103,200.37,completed
PAY-02104,ORD-02104,3339.98,completed
PAY-02105,ORD-02105,3989.44,completed
PAY-02106,ORD-02106,346.96,completed
PAY-02107,ORD-02107,709.98,completed
PAY-02108,ORD-02108,873.7,completed
PAY-02109,ORD-02109,3103.1,failed
PAY-02110,ORD-02110,3631.5,completed
PAY-02111,ORD-02111,1418.9,completed
PAY-02112,ORD-02112,772.92,completed
PAY-02113,ORD-02113,969.5,completed
PAY-02114,ORD-02114,2586.54,completed
PAY-02115,ORD-02115,421.63,pending
PAY-02116,ORD-02116,1838.64,completed
PAY-02117,ORD-02117,969.5,completed
PAY-02118,ORD-02118,277.24,completed
PAY-02119,ORD-02119,3376.52,completed
PAY-02120,ORD-02120,1160.88,completed
PAY-02121,ORD-02121,1990.4,completed
PAY-02122,ORD-02122,602.52,completed
PAY-02123,ORD-02123,271.99,completed
PAY-02124,ORD-02124,1488.62,completed
PAY-02125,ORD-02125,3373.04,pending
PAY-02126,ORD-02126,427.55,completed
PAY-02127,ORD-02127,387.67,completed
PAY-02128,ORD-02128,3505.8,completed
PAY-02129,ORD-02129,639.32,completed
PAY-02130,ORD-02130,528.7,completed
PAY-02131,ORD-02131,2027.0,pending
PAY-02132,ORD-02132,55.36,completed
PAY-02133,ORD-02133,138.4,completed
PAY-02134,ORD-02134,757.72,pending
PAY-02135,ORD-02135,1708.7,completed
PAY-02136,ORD-02136,1801.32,pending
PAY-02137,ORD-02137,831.12,completed
PAY-02138,ORD-02138,2753.73,completed
PAY-02139,ORD-02139,551.25,completed
PAY-02140,ORD-02140,687.04,completed
PAY-02141,ORD-02141,333.16,completed
PAY-02142,ORD-02142,2057.76,completed
PAY-02143,ORD-02143,467.53,completed
PAY-02144,ORD-02144,817.86,completed
PAY-02145,ORD-02145,1334.55,completed
PAY-02146,ORD-02146,41.46,completed
PAY-02147,ORD-02147,946.64,completed
PAY-02148,ORD-02148,477.14,completed
PAY-02149,ORD-02149,145.11,completed
PAY-02150,ORD-02150,264.06,completed
PAY-02151,ORD-02151,257.22,completed
PAY-02152,ORD-02152,123.28,completed
PAY-02153,ORD-02153,387.8,completed
PAY-02154,ORD-02154,598.57,completed
PAY-02155,ORD-02155,1827.92,completed
PAY-02156,ORD-02156,992.76,failed
PAY-02157,ORD-02157,1553.02,completed
PAY-02158,ORD-02158,663.16,completed
PAY-02159,ORD-02159,1838.64,completed
PAY-02160,ORD-02160,1708.7,completed
PAY-02161,ORD-02161,3855.42,completed
PAY-02162,ORD-02162,1994.72,completed
PAY-02163,ORD-02163,232.46,completed
PAY-02164,ORD-02164,1827.92,completed
PAY-02165,ORD-02165,1326.32,completed
PAY-02166,ORD-02166,20.73,failed
PAY-02167,ORD-02167,988.24,completed
PAY-02168,ORD-02168,1913.94,failed
PAY-02169,ORD-02169,1237.77,completed
PAY-02170,ORD-02170,431.09,pending
PAY-02171,ORD-02171,103.42,completed
PAY-02172,ORD-02172,475.83,completed
PAY-02173,ORD-02173,4478.4,completed
PAY-02174,ORD-02174,1722.08,completed
PAY-02175,ORD-02175,890.07,completed
PAY-02176,ORD-02176,3858.88,completed
PAY-02177,ORD-02177,1536.36,completed
PAY-02178,ORD-02178,482.36,completed
PAY-02179,ORD-02179,1657.9,completed
PAY-02180,ORD-02180,1425.5,completed
PAY-02181,ORD-02181,247.06,completed
PAY-02182,ORD-02182,4771.4,completed
PAY-02183,ORD-02183,850.64,completed
PAY-02184,ORD-02184,1405.88,completed
PAY-02185,ORD-02185,528.7,completed
PAY-02186,ORD-02186,1464.88,completed
PAY-02187,ORD-02187,339.69,pending
PAY-02188,ORD-02188,1063.3,pending
PAY-02189,ORD-02189,1008.42,completed
PAY-02190,ORD-02190,651.21,completed
PAY-02191,ORD-02191,3065.2,pending
PAY-02192,ORD-02192,3662.2,completed
PAY-02193,ORD-02193,393.39,completed
PAY-02194,ORD-02194,83.29,completed
PAY-02195,ORD-02195,581.58,completed
PAY-02196,ORD-02196,2411.8,completed
PAY-02197,ORD-02197,1827.92,completed
PAY-02198,ORD-02198,911.52,completed
PAY-02199,ORD-02199,1108.96,completed
PAY-02200,ORD-02200,3524.0,completed
PAY-02201,ORD-02201,62.19,completed
PAY-02202,ORD-02202,954.28,completed
PAY-02203,ORD-02203,2824.5,pending
PAY-02204,ORD-02204,1838.6,completed
PAY-02205,ORD-02205,4216.3,completed
PAY-02206,ORD-02206,2447.28,completed
PAY-02207,ORD-02207,1369.8,completed
PAY-02208,ORD-02208,606.0,completed
PAY-02209,ORD-02209,352.08,completed
PAY-02210,ORD-02210,290.79,pending
PAY-02211,ORD-02211,2184.25,completed
PAY-02212,ORD-02212,1163.4,completed
PAY-02213,ORD-02213,271.92,completed
PAY-02214,ORD-02214,3874.68,completed
PAY-02215,ORD-02215,415.56,pending
PAY-02216,ORD-02216,512.6,failed
PAY-02217,ORD-02217,2819.2,pending
PAY-02218,ORD-02218,3079.79,completed
PAY-02219,ORD-02219,1557.06,completed
PAY-02220,ORD-02220,2360.34,completed
PAY-02221,ORD-02221,997.85,completed
PAY-02222,ORD-02222,1713.52,completed
PAY-02223,ORD-02223,3013.44,completed
PAY-02224,ORD-02224,775.6,failed
PAY-02225,ORD-02225,1226.79,completed
PAY-02226,ORD-02226,1736.56,completed
PAY-02227,ORD-02227,2326.02,completed
PAY-02228,ORD-02228,831.72,completed
PAY-02229,ORD-02229,207.3,completed
PAY-02230,ORD-02230,227.42,pending
PAY-02231,ORD-02231,2397.15,completed
PAY-02232,ORD-02232,1087.68,completed
PAY-02233,ORD-02233,355.14,completed
PAY-02234,ORD-02234,260.22,completed
PAY-02235,ORD-02235,1087.96,completed
PAY-02236,ORD-02236,725.94,completed
PAY-02237,ORD-02237,2557.28,completed
PAY-02238,ORD-02238,342.45,failed
PAY-02239,ORD-02239,1200.88,completed
PAY-02240,ORD-02240,4388.0,pending
PAY-02241,ORD-02241,1235.3,completed
PAY-02242,ORD-02242,17.38,completed
PAY-02243,ORD-02243,3390.12,completed
PAY-02244,ORD-02244,2101.54,completed
PAY-02245,ORD-02245,232.46,completed
PAY-02246,ORD-02246,954.28,completed
PAY-02247,ORD-02247,2352.98,completed
PAY-02248,ORD-02248,1917.96,completed
PAY-02249,ORD-02249,704.8,completed
PAY-02250,ORD-02250,301.1,completed
PAY-02251,ORD-02251,154.1,completed
PAY-02252,ORD-02252,3519.76,completed
PAY-02253,ORD-02253,2031.54,completed
PAY-02254,ORD-02254,1736.56,completed
PAY-02255,ORD-02255,173.48,completed
PAY-02256,ORD-02256,2056.41,completed
PAY-02257,ORD-02257,591.9,completed
PAY-02258,ORD-02258,4089.3,completed
PAY-02259,ORD-02259,386.32,completed
PAY-02260,ORD-02260,110.25,completed
PAY-02261,ORD-02261,497.6,completed
PAY-02262,ORD-02262,3989.44,completed
PAY-02263,ORD-02263,679.38,completed
PAY-02264,ORD-02264,873.7,completed
PAY-02265,ORD-02265,61.64,completed
PAY-02266,ORD-02266,992.25,completed
PAY-02267,ORD-02267,4823.6,completed
PAY-02268,ORD-02268,464.92,completed
PAY-02269,ORD-02269,635.4,completed
PAY-02270,ORD-02270,1109.3,completed
PAY-02271,ORD-02271,1275.96,completed
PAY-02272,ORD-02272,749.61,completed
PAY-02273,ORD-02273,475.83,completed
PAY-02274,ORD-02274,1532.2,completed
PAY-02275,ORD-02275,768.18,completed
PAY-02276,ORD-02276,683.48,pending
PAY-02277,ORD-02277,581.58,completed
PAY-02278,ORD-02278,886.6,completed
PAY-02279,ORD-02279,200.37,completed
PAY-02280,ORD-02280,193.16,completed
PAY-02281,ORD-02281,3573.72,completed
PAY-02282,ORD-02282,1823.04,completed
PAY-02283,ORD-02283,266.91,completed
PAY-02284,ORD-02284,387.67,completed
PAY-02285,ORD-02285,978.39,completed
PAY-02286,ORD-02286,1102.5,completed
PAY-02287,ORD-02287,2894.16,completed
PAY-02288,ORD-02288,1111.77,completed
PAY-02289,ORD-02289,2175.92,completed
PAY-02290,ORD-02290,827.3,completed
PAY-02291,ORD-02291,687.04,completed
PAY-02292,ORD-02292,422.21,completed
PAY-02293,ORD-02293,1016.64,completed
PAY-02294,ORD-02294,1329.9,completed
PAY-02295,ORD-02295,919.32,completed
PAY-02296,ORD-02296,872.37,completed
PAY-02297,ORD-02297,352.4,completed
PAY-02298,ORD-02298,482.96,completed
PAY-02299,ORD-02299,868.28,completed
PAY-02300,ORD-02300,92.46,completed
PAY-02301,ORD-02301,534.32,pending
PAY-02302,ORD-02302,2077.8,completed
PAY-02303,ORD-02303,384.24,completed
PAY-02304,ORD-02304,400.74,completed
PAY-02305,ORD-02305,156.42,completed
PAY-02306,ORD-02306,2430.4,completed
PAY-02307,ORD-02307,1183.8,completed
PAY-02308,ORD-02308,667.9,completed
PAY-02309,ORD-02309,533.82,completed
PAY-02310,ORD-02310,60.22,completed
PAY-02311,ORD-02311,995.2,completed
PAY-02312,ORD-02312,480.3,pending
PAY-02313,ORD-02313,513.06,failed
PAY-02314,ORD-02314,4388.0,completed
PAY-02315,ORD-02315,3489.03,completed
PAY-02316,ORD-02316,1160.88,completed
PAY-02317,ORD-02317,3044.88,completed
PAY-02318,ORD-02318,3221.19,pending
PAY-02319,ORD-02319,2326.02,completed
PAY-02320,ORD-02320,47.4,completed
PAY-02321,ORD-02321,2505.37,completed
PAY-02322,ORD-02322,832.37,completed
PAY-02323,ORD-02323,498.68,completed
PAY-02324,ORD-02324,378.6,completed
PAY-02325,ORD-02325,1838.6,completed
PAY-02326,ORD-02326,1868.37,completed
PAY-02327,ORD-02327,800.73,completed
PAY-02328,ORD-02328,828.31,completed
PAY-02329,ORD-02329,3970.8,completed
PAY-02330,ORD-02330,1402.32,completed
PAY-02331,ORD-02331,3390.12,completed
PAY-02332,ORD-02332,2126.6,pending
PAY-02333,ORD-02333,202.7,completed
PAY-02334,ORD-02334,433.7,completed
PAY-02335,ORD-02335,2326.32,completed
PAY-02336,ORD-02336,496.38,completed
PAY-02337,ORD-02337,193.76,completed
PAY-02338,ORD-02338,271.99,pending
PAY-02339,ORD-02339,4035.0,completed
PAY-02340,ORD-02340,3817.12,completed
PAY-02341,ORD-02341,48.03,completed
PAY-02342,ORD-02342,687.04,pending
PAY-02343,ORD-02343,2411.8,completed
PAY-02344,ORD-02344,1163.16,completed
PAY-02345,ORD-02345,264.35,completed
PAY-02346,ORD-02346,1275.96,completed
PAY-02347,ORD-02347,421.54,completed
PAY-02348,ORD-02348,687.04,completed
PAY-02349,ORD-02349,456.98,failed
PAY-02350,ORD-02350,2563.0,completed
PAY-02351,ORD-02351,858.8,completed
PAY-02352,ORD-02352,534.32,pending
PAY-02353,ORD-02353,1370.94,completed
PAY-02354,ORD-02354,1818.0,completed
PAY-02355,ORD-02355,520.44,completed
PAY-02356,ORD-02356,1065.42,completed
PAY-02357,ORD-02357,1186.76,completed
PAY-02358,ORD-02358,663.16,completed
PAY-02359,ORD-02359,3025.26,completed
PAY-02360,ORD-02360,2285.0,completed
PAY-02361,ORD-02361,1331.16,completed
PAY-02362,ORD-02362,1838.64,failed
PAY-02363,ORD-02363,200.37,completed
PAY-02364,ORD-02364,3377.68,completed
PAY-02365,ORD-02365,602.52,completed
PAY-02366,ORD-02366,2876.94,completed
PAY-02367,ORD-02367,3489.03,completed
PAY-02368,ORD-02368,2056.41,pending
PAY-02369,ORD-02369,2757.96,completed
PAY-02370,ORD-02370,672.28,completed
PAY-02371,ORD-02371,683.48,completed
PAY-02372,ORD-02372,303.84,completed
PAY-02373,ORD-02373,454.32,completed
PAY-02374,ORD-02374,2669.1,completed
PAY-02375,ORD-02375,815.76,completed
PAY-02376,ORD-02376,807.0,completed
PAY-02377,ORD-02377,911.52,completed
PAY-02378,ORD-02378,326.13,completed
PAY-02379,ORD-02379,2126.88,completed
PAY-02380,ORD-02380,543.84,completed
PAY-02381,ORD-02381,2956.4,completed
PAY-02382,ORD-02382,775.6,completed
PAY-02383,ORD-02383,186.57,completed
PAY-02384,ORD-02384,206.84,completed
PAY-02385,ORD-02385,538.8,failed
PAY-02386,ORD-02386,715.82,completed
PAY-02387,ORD-02387,528.7,completed
PAY-02388,ORD-02388,494.12,completed
PAY-02389,ORD-02389,357.91,completed
PAY-02390,ORD-02390,333.95,pending
PAY-02391,ORD-02391,2639.82,completed
PAY-02392,ORD-02392,4860.8,completed
PAY-02393,ORD-02393,972.16,completed
PAY-02394,ORD-02394,439.97,completed
PAY-02395,ORD-02395,1278.64,completed
PAY-02396,ORD-02396,3799.89,completed
PAY-02397,ORD-02397,34.24,completed
PAY-02398,ORD-02398,3888.64,completed
PAY-02399,ORD-02399,348.69,completed
PAY-02400,ORD-02400,1492.8,completed
PAY-02401,ORD-02401,889.56,completed
PAY-02402,ORD-02402,1794.1,failed
PAY-02403,ORD-02403,543.84,failed
PAY-02404,ORD-02404,166.77,completed
PAY-02405,ORD-02405,1359.6,completed
PAY-02406,ORD-02406,17.12,completed
PAY-02407,ORD-02407,3339.98,completed
PAY-02408,ORD-02408,1708.7,completed
PAY-02409,ORD-02409,2402.19,pending
PAY-02410,ORD-02410,828.66,failed
PAY-02411,ORD-02411,1701.28,completed
PAY-02412,ORD-02412,1492.8,completed
PAY-02413,ORD-02413,995.2,completed
PAY-02414,ORD-02414,533.82,completed
PAY-02415,ORD-02415,467.53,pending
PAY-02416,ORD-02416,370.59,completed
PAY-02417,ORD-02417,1630.74,completed
PAY-02418,ORD-02418,3077.27,completed
PAY-02419,ORD-02419,760.97,failed
PAY-02420,ORD-02420,4771.4,completed
PAY-02421,ORD-02421,970.34,completed
PAY-02422,ORD-02422,3766.8,completed
PAY-02423,ORD-02423,3411.99,completed
PAY-02424,ORD-02424,534.32,completed
PAY-02425,ORD-02425,422.96,completed
PAY-02426,ORD-02426,326.13,failed
PAY-02427,ORD-02427,142.55,completed
PAY-02428,ORD-02428,212.66,completed
PAY-02429,ORD-02429,2907.9,completed
PAY-02430,ORD-02430,2194.0,completed
PAY-02431,ORD-02431,768.18,completed
PAY-02432,ORD-02432,2689.12,completed
PAY-02433,ORD-02433,1712.25,completed
PAY-02434,ORD-02434,4294.26,completed
PAY-02435,ORD-02435,1710.81,pending
PAY-02436,ORD-02436,369.55,completed
PAY-02437,ORD-02437,422.96,completed
PAY-02438,ORD-02438,1621.6,completed
PAY-02439,ORD-02439,186.57,completed
PAY-02440,ORD-02440,1180.17,completed
PAY-02441,ORD-02441,969.5,completed
PAY-02442,ORD-02442,997.36,completed
PAY-02443,ORD-02443,4478.4,pending
PAY-02444,ORD-02444,1520.72,completed
PAY-02445,ORD-02445,1378.95,failed
PAY-02446,ORD-02446,517.1,completed
PAY-02447,ORD-02447,1235.3,completed
PAY-02448,ORD-02448,635.4,completed
PAY-02449,ORD-02449,1034.2,completed
PAY-02450,ORD-02450,1823.04,completed
PAY-02451,ORD-02451,430.52,completed
PAY-02452,ORD-02452,2321.06,pending
PAY-02453,ORD-02453,1801.32,completed
PAY-02454,ORD-02454,302.88,completed
PAY-02455,ORD-02455,1762.0,completed
PAY-02456,ORD-02456,761.22,completed
PAY-02457,ORD-02457,825.18,pending
PAY-02458,ORD-02458,2217.3,completed
PAY-02459,ORD-02459,2392.18,completed
PAY-02460,ORD-02460,1794.1,completed
PAY-02461,ORD-02461,2956.4,completed
PAY-02462,ORD-02462,2586.85,completed
PAY-02463,ORD-02463,4986.8,completed
PAY-02464,ORD-02464,333.16,completed
PAY-02465,ORD-02465,2862.84,completed
PAY-02466,ORD-02466,2453.58,completed
PAY-02467,ORD-02467,1551.2,completed
PAY-02468,ORD-02468,2670.21,completed
PAY-02469,ORD-02469,422.21,completed
PAY-02470,ORD-02470,241.48,completed
PAY-02471,ORD-02471,2595.1,completed
PAY-02472,ORD-02472,617.65,completed
PAY-02473,ORD-02473,1489.14,completed
PAY-02474,ORD-02474,1801.32,pending
PAY-02475,ORD-02475,1483.45,completed
PAY-02476,ORD-02476,3631.5,completed
PAY-02477,ORD-02477,2998.66,completed
PAY-02478,ORD-02478,3072.72,completed
PAY-02479,ORD-02479,815.76,completed
PAY-02480,ORD-02480,3325.95,pending
PAY-02481,ORD-02481,221.44,completed
PAY-02482,ORD-02482,3030.88,completed
PAY-02483,ORD-02483,867.4,completed
PAY-02484,ORD-02484,2031.54,completed
PAY-02485,ORD-02485,165.46,completed
PAY-02486,ORD-02486,3427.04,completed
PAY-02487,ORD-02487,1762.0,completed
PAY-02488,ORD-02488,1163.4,completed
PAY-02489,ORD-02489,850.64,completed
PAY-02490,ORD-02490,403.3,completed
PAY-02491,ORD-02491,4155.6,completed
PAY-02492,ORD-02492,758.22,completed
PAY-02493,ORD-02493,1550.68,completed
PAY-02494,ORD-02494,1100.24,completed
PAY-02495,ORD-02495,193.9,pending
PAY-02496,ORD-02496,1246.68,completed
PAY-02497,ORD-02497,429.4,completed
PAY-02498,ORD-02498,271.99,completed
PAY-02499,ORD-02499,8.56,failed
PAY-02500,ORD-02500,3806.1,pending
PAY-02501,ORD-02501,1488.62,completed
PAY-02502,ORD-02502,543.58,pending
PAY-02503,ORD-02503,25.68,completed
PAY-02504,ORD-02504,500.31,completed
PAY-02505,ORD-02505,528.7,completed
PAY-02506,ORD-02506,3540.51,completed
PAY-02507,ORD-02507,954.28,completed
PAY-02508,ORD-02508,2637.66,completed
PAY-02509,ORD-02509,3079.79,completed
PAY-02510,ORD-02510,1038.04,completed
PAY-02511,ORD-02511,900.66,completed
PAY-02512,ORD-02512,1453.95,completed
PAY-02513,ORD-02513,806.6,completed
PAY-02514,ORD-02514,499.74,completed
PAY-02515,ORD-02515,500.31,completed
PAY-02516,ORD-02516,1506.72,completed
PAY-02517,ORD-02517,341.13,completed
PAY-02518,ORD-02518,2260.08,completed
PAY-02519,ORD-02519,1375.3,completed
PAY-02520,ORD-02520,430.52,completed
PAY-02521,ORD-02521,1789.55,completed
PAY-02522,ORD-02522,2992.08,completed
PAY-02523,ORD-02523,1996.74,completed
PAY-02524,ORD-02524,2819.2,completed
PAY-02525,ORD-02525,883.54,completed
PAY-02526,ORD-02526,538.8,completed
PAY-02527,ORD-02527,1680.7,completed
PAY-02528,ORD-02528,3324.48,completed
PAY-02529,ORD-02529,3199.0,completed
PAY-02530,ORD-02530,41.46,completed
PAY-02531,ORD-02531,3147.12,completed
PAY-02532,ORD-02532,483.96,completed
PAY-02533,ORD-02533,600.44,completed
PAY-02534,ORD-02534,2077.8,completed
PAY-02535,ORD-02535,1488.62,completed
PAY-02536,ORD-02536,1064.97,completed
PAY-02537,ORD-02537,438.8,completed
PAY-02538,ORD-02538,909.0,completed
PAY-02539,ORD-02539,800.73,completed
PAY-02540,ORD-02540,1895.55,pending
PAY-02541,ORD-02541,120.74,completed
PAY-02542,ORD-02542,919.56,completed
PAY-02543,ORD-02543,3077.27,completed
PAY-02544,ORD-02544,3656.0,completed
PAY-02545,ORD-02545,2152.6,failed
PAY-02546,ORD-02546,1331.16,completed
PAY-02547,ORD-02547,844.42,completed
PAY-02548,ORD-02548,1519.49,completed
PAY-02549,ORD-02549,2027.0,completed
PAY-02550,ORD-02550,3325.95,completed
PAY-02551,ORD-02551,1635.72,completed
PAY-02552,ORD-02552,1402.32,completed
PAY-02553,ORD-02553,348.69,completed
PAY-02554,ORD-02554,2653.77,completed
PAY-02555,ORD-02555,171.76,completed
PAY-02556,ORD-02556,2170.7,completed
PAY-02557,ORD-02557,1135.98,completed
PAY-02558,ORD-02558,2321.76,completed
PAY-02559,ORD-02559,995.2,completed
PAY-02560,ORD-02560,475.64,completed
PAY-02561,ORD-02561,1108.96,completed
PAY-02562,ORD-02562,1215.36,completed
PAY-02563,ORD-02563,1598.3,completed
PAY-02564,ORD-02564,3483.2,completed
PAY-02565,ORD-02565,241.98,completed
PAY-02566,ORD-02566,473.52,failed
PAY-02567,ORD-02567,1724.36,completed
PAY-02568,ORD-02568,3519.76,pending
PAY-02569,ORD-02569,378.66,completed
PAY-02570,ORD-02570,3071.6,completed
PAY-02571,ORD-02571,2237.62,completed
PAY-02572,ORD-02572,3002.2,failed
PAY-02573,ORD-02573,2670.21,completed
PAY-02574,ORD-02574,1212.0,completed
PAY-02575,ORD-02575,1270.8,completed
PAY-02576,ORD-02576,259.51,completed
PAY-02577,ORD-02577,2694.0,completed
PAY-02578,ORD-02578,2421.0,completed
PAY-02579,ORD-02579,4596.5,completed
PAY-02580,ORD-02580,772.92,completed
PAY-02581,ORD-02581,1606.72,completed
PAY-02582,ORD-02582,3155.22,completed
PAY-02583,ORD-02583,133.58,completed
PAY-02584,ORD-02584,905.84,completed
PAY-02585,ORD-02585,682.26,failed
PAY-02586,ORD-02586,969.5,pending
PAY-02587,ORD-02587,1359.6,completed
PAY-02588,ORD-02588,1371.0,completed
PAY-02589,ORD-02589,1291.56,failed
PAY-02590,ORD-02590,3030.88,completed
PAY-02591,ORD-02591,387.67,completed
PAY-02592,ORD-02592,221.44,completed
PAY-02593,ORD-02593,3324.48,completed
PAY-02594,ORD-02594,444.72,completed
PAY-02595,ORD-02595,2402.19,completed
PAY-02596,ORD-02596,683.48,completed
PAY-02597,ORD-02597,25.68,pending
PAY-02598,ORD-02598,302.88,pending
PAY-02599,ORD-02599,1266.63,completed
PAY-02600,ORD-02600,1281.5,completed
PAY-02601,ORD-02601,1515.44,completed
PAY-02602,ORD-02602,173.8,completed
PAY-02603,ORD-02603,794.16,completed
PAY-02604,ORD-02604,580.44,completed
PAY-02605,ORD-02605,551.25,pending
PAY-02606,ORD-02606,1553.02,failed
PAY-02607,ORD-02607,247.06,completed
PAY-02608,ORD-02608,438.8,completed
PAY-02609,ORD-02609,2733.92,completed
PAY-02610,ORD-02610,3315.8,completed
PAY-02611,ORD-02611,17.38,completed
PAY-02612,ORD-02612,2304.54,completed
PAY-02613,ORD-02613,1183.3,completed
PAY-02614,ORD-02614,319.66,completed
PAY-02615,ORD-02615,2621.1,completed
PAY-02616,ORD-02616,206.84,completed
PAY-02617,ORD-02617,94.8,completed
PAY-02618,ORD-02618,1077.6,completed
PAY-02619,ORD-02619,2031.54,pending
PAY-02620,ORD-02620,1478.2,failed
PAY-02621,ORD-02621,3490.76,completed
PAY-02622,ORD-02622,1310.55,completed
PAY-02623,ORD-02623,2824.5,completed
PAY-02624,ORD-02624,1375.3,completed
PAY-02625,ORD-02625,254.16,completed
PAY-02626,ORD-02626,868.28,completed
PAY-02627,ORD-02627,3017.63,completed
PAY-02628,ORD-02628,1386.2,pending
PAY-02629,ORD-02629,2454.06,completed
PAY-02630,ORD-02630,651.21,completed
PAY-02631,ORD-02631,663.16,completed
PAY-02632,ORD-02632,2050.4,completed
PAY-02633,ORD-02633,256.53,completed
PAY-02634,ORD-02634,4294.26,completed
PAY-02635,ORD-02635,828.66,pending
PAY-02636,ORD-02636,180.66,pending
PAY-02637,ORD-02637,1109.3,completed
PAY-02638,ORD-02638,2145.64,completed
PAY-02639,ORD-02639,1489.14,pending
PAY-02640,ORD-02640,226.46,completed
PAY-02641,ORD-02641,600.44,completed
PAY-02642,ORD-02642,3788.6,completed
PAY-02643,ORD-02643,1347.0,pending
PAY-02644,ORD-02644,3425.49,completed
PAY-02645,ORD-02645,444.72,failed
PAY-02646,ORD-02646,193.76,completed
PAY-02647,ORD-02647,1903.05,completed
PAY-02648,ORD-02648,988.24,pending
PAY-02649,ORD-02649,3579.1,completed
PAY-02650,ORD-02650,257.64,pending
PAY-02651,ORD-02651,276.8,completed
PAY-02652,ORD-02652,3483.2,completed
PAY-02653,ORD-02653,2586.85,completed
PAY-02654,ORD-02654,1009.76,completed
PAY-02655,ORD-02655,2284.9,completed
PAY-02656,ORD-02656,832.9,completed
PAY-02657,ORD-02657,2862.51,completed
PAY-02658,ORD-02658,1210.5,completed
