order_id,customer_id,product_id,store_id,order_date,quantity,quality_flag
ORD-00887,CUST-0238,PROD-052,STORE-11,2024-12-12,3,valid
ORD-00888,CUST-0191,PROD-082,STORE-11,2024-07-27,7,valid
ORD-00889,CUST-0406,PROD-004,STORE-12,2025-08-10,10,valid
ORD-00890,CUST-0905,PROD-026,STORE-08,2024-12-24,10,valid
ORD-00891,CUST-0440,PROD-050,STORE-01,2025-02-03,4,valid
ORD-00892,CUST-0211,PROD-036,STORE-13,2024-07-22,2,valid
ORD-00893,CUST-0592,PROD-014,STORE-13,2025-10-31,9,valid
ORD-00894,CUST-0192,PROD-047,STORE-06,2024-10-15,4,valid
ORD-00895,CUST-0469,PROD-015,STORE-05,2026-05-09,8,valid
ORD-00896,CUST-0541,PROD-082,STORE-06,2025-01-23,10,valid
ORD-00897,CUST-0398,PROD-079,STORE-07,2026-06-12,10,valid
ORD-00898,CUST-0117,PROD-045,STORE-06,2024-10-03,8,valid
ORD-00899,CUST-0633,PROD-023,STORE-14,2025-01-18,5,valid
ORD-00900,CUST-0941,PROD-079,STORE-10,2026-05-01,2,valid
ORD-00901,CUST-0689,PROD-018,STORE-06,2026-02-26,2,valid
ORD-00902,CUST-0245,PROD-040,STORE-02,2024-08-01,3,valid
ORD-00903,CUST-0383,PROD-089,STORE-03,2025-11-02,9,valid
ORD-00904,CUST-0398,PROD-054,STORE-10,2025-01-01,3,valid
ORD-00905,CUST-0589,PROD-050,STORE-07,2026-03-23,3,valid
ORD-00906,CUST-0499,PROD-082,STORE-09,2024-12-02,3,valid
ORD-00907,CUST-0569,PROD-022,STORE-08,2025-08-11,5,valid
ORD-00908,CUST-0144,PROD-024,STORE-06,2024-09-20,8,valid
ORD-00909,CUST-0635,PROD-007,STORE-14,2024-06-23,6,valid
ORD-00910,CUST-0975,PROD-002,STORE-08,2025-11-07,3,valid
ORD-00911,CUST-0200,PROD-050,STORE-09,2025-03-18,9,valid
ORD-00912,CUST-0669,PROD-064,STORE-07,2025-10-26,8,valid
ORD-00913,CUST-0426,PROD-091,STORE-14,2025-10-05,8,valid
ORD-00914,CUST-0501,PROD-022,STORE-02,2025-04-04,10,valid
ORD-00915,CUST-0032,PROD-098,STORE-04,2025-03-01,5,valid
ORD-00916,CUST-0034,PROD-036,STORE-04,2024-08-25,9,valid
ORD-00917,CUST-0296,PROD-022,STORE-13,2025-12-21,8,valid
ORD-00918,CUST-0580,PROD-096,STORE-13,2026-05-09,8,valid
ORD-00919,CUST-0563,PROD-066,STORE-02,2025-08-22,10,valid
ORD-00920,CUST-0117,PROD-035,STORE-13,2025-01-13,9,valid
ORD-00921,CUST-0844,PROD-047,STORE-09,2026-01-03,1,valid
ORD-00922,CUST-0779,PROD-093,STORE-08,2024-10-03,9,valid
ORD-00923,CUST-0224,PROD-055,STORE-02,2025-05-05,4,valid
ORD-00924,CUST-0305,PROD-005,STORE-08,2026-05-20,5,valid
ORD-00925,CUST-0357,PROD-012,STORE-08,2025-10-09,2,valid
ORD-00927,CUST-0706,PROD-045,STORE-14,2025-03-01,10,valid
ORD-00930,CUST-0825,PROD-008,STORE-10,2026-03-17,6,valid
ORD-00931,CUST-0546,PROD-036,STORE-10,2024-06-30,9,valid
ORD-00932,CUST-0173,PROD-042,STORE-12,2026-03-23,5,valid
ORD-00933,CUST-0297,PROD-074,STORE-05,2025-03-25,9,valid
ORD-00934,CUST-0922,PROD-087,STORE-14,2024-12-09,2,valid
ORD-00935,CUST-0139,PROD-097,STORE-13,2026-01-10,7,valid
ORD-00936,CUST-0941,PROD-008,STORE-05,2025-01-25,3,valid
ORD-00937,CUST-0719,PROD-017,STORE-04,2024-11-06,3,valid
ORD-00938,CUST-0729,PROD-042,STORE-14,2025-01-06,4,valid
ORD-00939,CUST-0780,PROD-087,STORE-07,2024-07-04,8,valid
ORD-00940,CUST-0146,PROD-074,STORE-11,2025-08-13,5,valid
ORD-00941,CUST-0643,PROD-054,STORE-07,2025-11-14,8,valid
ORD-00942,CUST-0078,PROD-082,STORE-13,2026-04-27,2,valid
ORD-00944,CUST-0712,PROD-048,STORE-08,2026-06-21,8,valid
ORD-00945,CUST-0336,PROD-075,STORE-01,2026-02-18,2,valid
ORD-00946,CUST-0749,PROD-059,STORE-11,2025-09-18,6,valid
ORD-00947,CUST-0871,PROD-009,STORE-13,2024-09-12,9,valid
ORD-00948,CUST-0408,PROD-028,STORE-07,2026-01-04,4,valid
ORD-00949,CUST-0507,PROD-035,STORE-06,2026-01-22,5,valid
ORD-00951,CUST-0580,PROD-063,STORE-13,2025-04-14,6,valid
ORD-00952,CUST-0916,PROD-088,STORE-13,2025-11-11,1,valid
ORD-00953,CUST-0048,PROD-013,STORE-11,2025-01-07,8,valid
ORD-00954,CUST-0017,PROD-016,STORE-15,2026-04-28,3,valid
ORD-00955,CUST-0452,PROD-059,STORE-01,2025-10-21,7,valid
ORD-00956,CUST-0208,PROD-089,STORE-15,2025-10-27,3,valid
ORD-00958,CUST-0896,PROD-036,STORE-02,2025-08-23,6,valid
ORD-00959,CUST-0257,PROD-011,STORE-06,2024-11-29,3,valid
ORD-00960,CUST-0054,PROD-051,STORE-11,2026-03-18,5,valid
ORD-00961,CUST-0744,PROD-090,STORE-13,2025-05-31,4,valid
ORD-00963,CUST-0002,PROD-028,STORE-08,2025-02-28,2,valid
ORD-00964,CUST-0136,PROD-076,STORE-04,2025-01-16,9,valid
ORD-00965,CUST-0697,PROD-057,STORE-01,2024-11-27,1,valid
ORD-00966,CUST-0713,PROD-044,STORE-14,2025-09-16,2,valid
ORD-00967,CUST-0881,PROD-055,STORE-12,2025-10-24,3,valid
ORD-00968,CUST-0490,PROD-010,STORE-04,2026-03-11,7,valid
ORD-00969,CUST-0092,PROD-094,STORE-13,2026-04-19,2,valid
ORD-00970,CUST-0106,PROD-041,STORE-06,2026-01-27,5,valid
ORD-00971,CUST-0141,PROD-049,STORE-13,2025-04-25,3,valid
ORD-00972,CUST-0657,PROD-087,STORE-03,2024-10-20,2,valid
ORD-00973,CUST-0544,PROD-073,STORE-01,2025-06-03,10,valid
ORD-00974,CUST-0666,PROD-022,STORE-08,2024-12-18,6,valid
ORD-00975,CUST-0740,PROD-028,STORE-11,2026-01-09,3,valid
ORD-00976,CUST-0942,PROD-053,STORE-10,2026-01-07,8,valid
ORD-00977,CUST-0881,PROD-028,STORE-02,2025-05-25,2,valid
ORD-00978,CUST-0144,PROD-097,STORE-02,2025-04-04,10,valid
ORD-00979,CUST-0748,PROD-050,STORE-06,2024-10-15,7,valid
ORD-00980,CUST-0323,PROD-018,STORE-04,2026-05-23,5,valid
ORD-00981,CUST-0661,PROD-011,STORE-04,2025-06-29,9,valid
ORD-00982,CUST-0616,PROD-077,STORE-12,2024-09-02,10,valid
ORD-00983,CUST-0292,PROD-100,STORE-12,2025-07-12,1,valid
ORD-00984,CUST-0869,PROD-085,STORE-15,2024-11-09,5,valid
ORD-00985,CUST-0211,PROD-067,STORE-10,2025-06-13,9,valid
ORD-00986,CUST-0194,PROD-096,STORE-07,2024-11-12,5,valid
ORD-00987,CUST-0662,PROD-007,STORE-13,2026-03-17,4,valid
ORD-00988,CUST-0507,PROD-050,STORE-02,2026-04-22,4,valid
ORD-00989,CUST-0512,PROD-082,STORE-10,2024-11-05,2,valid
ORD-00990,CUST-0541,PROD-002,STORE-06,2024-11-15,6,valid
ORD-00991,CUST-0136,PROD-050,STORE-14,2025-09-07,10,valid
ORD-00992,CUST-0431,PROD-047,STORE-09,2025-07-07,3,valid
ORD-00993,CUST-0782,PROD-061,STORE-13,2026-01-09,2,valid
ORD-00994,CUST-0018,PROD-076,STORE-02,2024-11-09,1,valid
ORD-00995,CUST-0269,PROD-028,STORE-01,2025-11-06,1,valid
ORD-00997,CUST-0644,PROD-092,STORE-09,2024-07-08,7,valid
ORD-00999,CUST-0656,PROD-069,STORE-09,2024-10-26,10,valid
ORD-01000,CUST-0157,PROD-036,STORE-02,2026-05-10,5,valid
ORD-01001,CUST-0081,PROD-066,STORE-15,2024-11-07,4,valid
ORD-01002,CUST-0998,PROD-020,STORE-09,2026-03-18,6,valid
ORD-01003,CUST-0401,PROD-076,STORE-11,2025-04-24,2,valid
ORD-01004,CUST-0318,PROD-090,STORE-07,2025-12-07,4,valid
ORD-01005,CUST-0060,PROD-032,STORE-02,2025-10-07,7,valid
ORD-01006,CUST-0119,PROD-059,STORE-10,2024-11-14,10,valid
ORD-01007,CUST-0057,PROD-040,STORE-11,2024-08-14,3,valid
ORD-01008,CUST-0123,PROD-002,STORE-12,2024-10-11,3,valid
ORD-01009,CUST-0719,PROD-002,STORE-03,2024-08-16,8,valid
ORD-01010,CUST-0976,PROD-045,STORE-09,2025-05-19,9,valid
ORD-01011,CUST-0802,PROD-093,STORE-05,2024-12-29,3,valid
ORD-01012,CUST-0381,PROD-017,STORE-12,2025-06-10,5,valid
ORD-01013,CUST-0751,PROD-016,STORE-13,2026-05-29,1,valid
ORD-01014,CUST-0344,PROD-055,STORE-05,2025-11-05,9,valid
ORD-01015,CUST-0066,PROD-034,STORE-12,2025-04-30,10,valid
ORD-01016,CUST-0643,PROD-010,STORE-08,2024-09-07,8,valid
ORD-01017,CUST-0524,PROD-047,STORE-01,2026-01-05,8,valid
ORD-01018,CUST-0880,PROD-073,STORE-03,2025-08-05,6,valid
ORD-01019,CUST-0162,PROD-033,STORE-13,2024-10-06,2,valid
ORD-01020,CUST-0916,PROD-074,STORE-11,2026-01-07,2,valid
ORD-01021,CUST-0234,PROD-095,STORE-09,2026-01-25,1,valid
ORD-01022,CUST-0046,PROD-002,STORE-04,2026-03-11,1,valid
ORD-01023,CUST-0484,PROD-047,STORE-07,2024-07-01,3,valid
ORD-01024,CUST-0184,PROD-005,STORE-09,2025-10-03,7,valid
ORD-01025,CUST-0230,PROD-042,STORE-04,2024-09-07,7,valid
ORD-01026,CUST-0938,PROD-093,STORE-06,2025-04-11,5,valid
ORD-01027,CUST-0846,PROD-010,STORE-10,2025-04-16,6,valid
ORD-01028,CUST-0123,PROD-065,STORE-11,2024-07-08,1,valid
ORD-01029,CUST-0184,PROD-029,STORE-13,2024-09-15,9,valid
ORD-01031,CUST-0887,PROD-037,STORE-13,2024-07-02,5,valid
ORD-01033,CUST-0009,PROD-048,STORE-04,2026-03-29,5,valid
ORD-01034,CUST-0578,PROD-039,STORE-12,2025-11-04,10,valid
ORD-01035,CUST-0249,PROD-060,STORE-06,2026-06-17,10,valid
ORD-01036,CUST-0996,PROD-064,STORE-13,2024-07-25,4,valid
ORD-01037,CUST-0751,PROD-070,STORE-13,2024-10-02,4,valid
ORD-01038,CUST-0155,PROD-001,STORE-15,2024-12-31,7,valid
ORD-01039,CUST-0025,PROD-030,STORE-09,2026-02-10,6,valid
ORD-01040,CUST-0652,PROD-089,STORE-15,2024-08-25,1,valid
ORD-01041,CUST-0974,PROD-043,STORE-01,2025-01-15,7,valid
ORD-01042,CUST-0870,PROD-095,STORE-12,2024-10-10,5,valid
ORD-01043,CUST-0107,PROD-027,STORE-09,2026-06-21,4,valid
ORD-01044,CUST-0430,PROD-063,STORE-01,2025-10-22,3,valid
ORD-01045,CUST-0729,PROD-036,STORE-02,2025-09-30,1,valid
ORD-01046,CUST-0944,PROD-030,STORE-15,2024-07-02,9,valid
ORD-01047,CUST-0423,PROD-090,STORE-15,2026-02-27,6,valid
ORD-01048,CUST-0470,PROD-096,STORE-02,2024-06-29,10,valid
ORD-01049,CUST-0098,PROD-065,STORE-03,2026-02-26,7,valid
ORD-01050,CUST-0077,PROD-076,STORE-10,2024-09-12,1,valid
ORD-01051,CUST-0446,PROD-085,STORE-03,2025-08-17,4,valid
ORD-01053,CUST-0949,PROD-051,STORE-12,2026-03-19,6,valid
ORD-01054,CUST-0326,PROD-058,STORE-05,2025-03-11,4,valid
ORD-01055,CUST-0077,PROD-026,STORE-03,2026-04-15,10,valid
ORD-01056,CUST-0112,PROD-020,STORE-02,2025-12-23,3,valid
ORD-01057,CUST-0461,PROD-060,STORE-06,2024-08-26,7,valid
ORD-01058,CUST-0124,PROD-069,STORE-06,2024-11-26,4,valid
ORD-01059,CUST-0463,PROD-040,STORE-08,2024-10-08,5,valid
ORD-01060,CUST-0873,PROD-016,STORE-02,2025-06-30,3,valid
ORD-01061,CUST-0827,PROD-088,STORE-05,2026-02-02,10,valid
ORD-01062,CUST-0042,PROD-028,STORE-14,2025-09-02,6,valid
ORD-01063,CUST-0152,PROD-012,STORE-12,2026-05-16,4,valid
ORD-01064,CUST-0992,PROD-046,STORE-07,2025-06-02,9,valid
ORD-01065,CUST-0051,PROD-087,STORE-05,2026-03-17,5,valid
ORD-01066,CUST-0840,PROD-023,STORE-01,2024-10-26,7,valid
ORD-01067,CUST-0876,PROD-058,STORE-09,2025-02-15,9,valid
ORD-01068,CUST-0256,PROD-013,STORE-08,2025-03-06,2,valid
ORD-01069,CUST-0824,PROD-018,STORE-02,2025-06-28,1,valid
ORD-01070,CUST-0064,PROD-100,STORE-04,2024-10-20,3,valid
ORD-01071,CUST-0203,PROD-052,STORE-06,2024-12-28,2,valid
ORD-01072,CUST-0597,PROD-076,STORE-05,2024-08-04,2,valid
ORD-01073,CUST-0023,PROD-009,STORE-04,2025-08-18,8,valid
ORD-01074,CUST-0829,PROD-017,STORE-02,2025-12-11,6,valid
ORD-01075,CUST-0126,PROD-006,STORE-08,2025-01-15,1,valid
ORD-01076,CUST-0173,PROD-074,STORE-07,2025-10-22,7,valid
ORD-01077,CUST-0509,PROD-004,STORE-07,2025-08-18,7,valid
ORD-01078,CUST-0177,PROD-046,STORE-04,2024-09-25,3,valid
ORD-01079,CUST-0282,PROD-036,STORE-08,2024-07-08,3,valid
ORD-01080,CUST-0036,PROD-079,STORE-10,2026-03-24,10,valid
ORD-01081,CUST-0252,PROD-083,STORE-05,2024-07-26,8,valid
ORD-01082,CUST-0422,PROD-071,STORE-08,2024-09-09,1,valid
ORD-01083,CUST-0090,PROD-036,STORE-07,2025-08-19,3,valid
ORD-01084,CUST-0430,PROD-026,STORE-11,2025-02-07,9,valid
ORD-01085,CUST-0256,PROD-081,STORE-13,2024-09-09,9,valid
ORD-01086,CUST-0814,PROD-003,STORE-07,2025-07-24,6,valid
ORD-01087,CUST-0492,PROD-070,STORE-13,2026-05-11,8,valid
ORD-01088,CUST-0353,PROD-073,STORE-09,2026-04-02,6,valid
ORD-01089,CUST-0398,PROD-035,STORE-03,2025-05-10,1,valid
ORD-01090,CUST-0327,PROD-077,STORE-04,2024-10-10,1,valid
ORD-01091,CUST-0918,PROD-100,STORE-05,2024-06-22,1,valid
ORD-01092,CUST-0829,PROD-061,STORE-09,2026-05-31,6,valid
ORD-01093,CUST-0786,PROD-075,STORE-04,2024-12-13,3,valid
ORD-01094,CUST-0103,PROD-032,STORE-11,2024-07-10,4,valid
ORD-01095,CUST-0273,PROD-069,STORE-14,2024-12-15,1,valid
ORD-01096,CUST-0783,PROD-029,STORE-10,2025-05-19,7,valid
ORD-01097,CUST-0364,PROD-023,STORE-03,2025-04-17,4,valid
ORD-01098,CUST-0607,PROD-041,STORE-13,2024-10-14,6,valid
ORD-01099,CUST-0936,PROD-076,STORE-01,2025-03-23,6,valid
ORD-01100,CUST-0971,PROD-073,STORE-10,2025-11-13,3,valid
ORD-01101,CUST-0577,PROD-025,STORE-14,2025-01-30,8,valid
ORD-01102,CUST-0556,PROD-040,STORE-03,2024-12-14,8,valid
ORD-01103,CUST-0039,PROD-012,STORE-01,2026-06-07,4,valid
ORD-01104,CUST-0617,PROD-029,STORE-01,2026-05-05,9,valid
ORD-01105,CUST-0490,PROD-001,STORE-06,2025-12-05,10,valid
ORD-01106,CUST-0207,PROD-017,STORE-06,2025-04-16,3,valid
ORD-01107,CUST-0941,PROD-042,STORE-01,2025-12-07,1,valid
ORD-01108,CUST-0152,PROD-076,STORE-12,2026-05-09,3,valid
ORD-01109,CUST-0793,PROD-015,STORE-14,2025-12-29,9,valid
ORD-01110,CUST-0882,PROD-047,STORE-02,2026-03-23,6,valid
ORD-01111,CUST-0722,PROD-085,STORE-07,2026-05-23,10,valid
ORD-01112,CUST-0104,PROD-044,STORE-05,2024-09-17,6,valid
ORD-01113,CUST-0140,PROD-021,STORE-12,2025-07-09,7,valid
ORD-01115,CUST-0179,PROD-091,STORE-09,2024-09-15,10,valid
ORD-01116,CUST-0806,PROD-046,STORE-04,2024-12-13,10,valid
ORD-01117,CUST-0835,PROD-023,STORE-07,2024-09-09,5,valid
ORD-01118,CUST-0752,PROD-089,STORE-05,2025-01-26,3,valid
ORD-01119,CUST-0182,PROD-094,STORE-01,2025-03-26,10,valid
ORD-01120,CUST-0401,PROD-099,STORE-10,2024-08-20,1,valid
ORD-01121,CUST-0187,PROD-078,STORE-06,2025-10-13,10,valid
ORD-01122,CUST-0227,PROD-082,STORE-10,2025-03-08,2,valid
ORD-01123,CUST-0960,PROD-064,STORE-03,2024-09-21,6,valid
ORD-01124,CUST-0764,PROD-010,STORE-04,2025-03-29,6,valid
ORD-01125,CUST-0328,PROD-022,STORE-11,2026-06-09,2,valid
ORD-01126,CUST-0842,PROD-091,STORE-11,2026-06-10,6,valid
ORD-01127,CUST-0458,PROD-002,STORE-05,2026-06-06,4,valid
ORD-01128,CUST-0256,PROD-089,STORE-02,2024-08-26,6,valid
ORD-01131,CUST-0993,PROD-022,STORE-15,2025-10-04,7,valid
ORD-01132,CUST-0505,PROD-049,STORE-06,2024-10-17,9,valid
ORD-01133,CUST-0385,PROD-013,STORE-14,2024-11-07,8,valid
ORD-01134,CUST-0808,PROD-074,STORE-11,2025-05-20,4,valid
ORD-01135,CUST-0167,PROD-058,STORE-02,2025-08-08,1,valid
ORD-01136,CUST-0302,PROD-003,STORE-06,2025-03-09,5,valid
ORD-01137,CUST-0975,PROD-014,STORE-02,2025-09-30,6,valid
ORD-01138,CUST-0175,PROD-049,STORE-03,2024-11-09,2,valid
ORD-01139,CUST-0561,PROD-012,STORE-06,2025-12-01,10,valid
ORD-01140,CUST-0629,PROD-062,STORE-12,2025-05-18,1,valid
ORD-01142,CUST-0912,PROD-056,STORE-03,2026-05-16,1,valid
ORD-01143,CUST-0104,PROD-043,STORE-04,2025-11-22,4,valid
ORD-01144,CUST-0420,PROD-090,STORE-09,2025-12-07,9,valid
ORD-01145,CUST-0272,PROD-085,STORE-05,2025-02-11,5,valid
ORD-01146,CUST-0244,PROD-013,STORE-01,2025-10-20,7,valid
ORD-01147,CUST-0586,PROD-071,STORE-14,2026-03-19,8,valid
ORD-01148,CUST-0158,PROD-007,STORE-06,2025-01-30,1,valid
ORD-01149,CUST-0438,PROD-012,STORE-05,2025-03-19,10,valid
ORD-01150,CUST-0492,PROD-026,STORE-02,2026-05-02,1,valid
ORD-01151,CUST-0212,PROD-022,STORE-11,2024-09-10,5,valid
ORD-01152,CUST-0084,PROD-061,STORE-14,2025-01-18,2,valid
ORD-01153,CUST-0316,PROD-051,STORE-08,2026-06-03,8,valid
ORD-01154,CUST-0917,PROD-085,STORE-05,2025-07-14,2,valid
ORD-01155,CUST-0658,PROD-070,STORE-07,2025-11-17,3,valid
ORD-01156,CUST-0380,PROD-049,STORE-06,2025-04-04,3,valid
ORD-01157,CUST-0457,PROD-006,STORE-05,2026-06-16,8,valid
ORD-01158,CUST-0477,PROD-034,STORE-04,2025-01-14,5,valid
ORD-01159,CUST-0578,PROD-008,STORE-03,2026-03-13,2,valid
ORD-01160,CUST-0088,PROD-086,STORE-06,2026-05-27,9,valid
ORD-01161,CUST-0424,PROD-097,STORE-10,2025-12-26,4,valid
ORD-01162,CUST-0567,PROD-008,STORE-14,2026-03-04,7,valid
ORD-01163,CUST-0839,PROD-067,STORE-07,2024-08-20,9,valid
ORD-01164,CUST-0704,PROD-061,STORE-10,2026-02-24,4,valid
ORD-01165,CUST-0488,PROD-039,STORE-02,2024-06-23,7,valid
ORD-01166,CUST-0925,PROD-092,STORE-01,2026-04-22,9,valid
ORD-01167,CUST-0585,PROD-067,STORE-13,2026-06-16,10,valid
ORD-01168,CUST-0694,PROD-080,STORE-03,2024-10-15,2,valid
ORD-01171,CUST-0130,PROD-006,STORE-07,2024-10-13,2,valid
ORD-01172,CUST-0700,PROD-056,STORE-04,2025-02-25,3,valid
ORD-01174,CUST-0933,PROD-094,STORE-15,2025-04-21,2,valid
ORD-01176,CUST-0566,PROD-042,STORE-14,2026-01-03,5,valid
ORD-01177,CUST-0533,PROD-059,STORE-15,2026-03-02,1,valid
ORD-01178,CUST-0806,PROD-090,STORE-10,2026-02-22,10,valid
ORD-01179,CUST-0536,PROD-054,STORE-02,2025-06-28,7,valid
ORD-01180,CUST-0154,PROD-019,STORE-10,2026-03-16,10,valid
ORD-01181,CUST-0597,PROD-098,STORE-02,2024-08-13,2,valid
ORD-01182,CUST-0577,PROD-100,STORE-02,2024-09-17,5,valid
ORD-01183,CUST-0889,PROD-069,STORE-15,2025-09-13,6,valid
ORD-01184,CUST-0899,PROD-053,STORE-05,2025-05-20,7,valid
ORD-01185,CUST-0671,PROD-063,STORE-10,2026-01-07,10,valid
ORD-01186,CUST-0485,PROD-005,STORE-03,2025-01-24,5,valid
ORD-01187,CUST-0413,PROD-019,STORE-10,2024-10-12,10,valid
ORD-01188,CUST-0698,PROD-089,STORE-07,2024-08-31,1,valid
ORD-01189,CUST-0406,PROD-043,STORE-12,2025-02-27,4,valid
ORD-01190,CUST-0051,PROD-096,STORE-08,2024-09-29,5,valid
ORD-01191,CUST-0919,PROD-048,STORE-01,2024-11-10,6,valid
ORD-01192,CUST-0838,PROD-039,STORE-05,2026-02-08,5,valid
ORD-01193,CUST-0864,PROD-063,STORE-14,2025-04-17,2,valid
ORD-01194,CUST-0996,PROD-030,STORE-03,2025-03-22,5,valid
ORD-01195,CUST-0998,PROD-096,STORE-08,2025-02-25,6,valid
ORD-01196,CUST-0276,PROD-094,STORE-07,2025-07-10,10,valid
ORD-01198,CUST-0217,PROD-053,STORE-12,2025-06-30,8,valid
ORD-01199,CUST-0778,PROD-067,STORE-14,2025-12-12,6,valid
ORD-01200,CUST-0841,PROD-008,STORE-09,2025-05-09,3,valid
ORD-01201,CUST-0068,PROD-040,STORE-12,2025-10-02,9,valid
ORD-01203,CUST-0901,PROD-073,STORE-01,2025-10-29,3,valid
ORD-01204,CUST-0198,PROD-026,STORE-14,2025-03-08,1,valid
ORD-01205,CUST-0256,PROD-005,STORE-08,2024-10-07,1,valid
ORD-01206,CUST-0941,PROD-047,STORE-12,2026-03-07,4,valid
ORD-01207,CUST-0281,PROD-048,STORE-14,2025-11-11,8,valid
ORD-01208,CUST-0518,PROD-051,STORE-11,2026-06-07,2,valid
ORD-01209,CUST-0698,PROD-004,STORE-04,2024-12-30,6,valid
ORD-01210,CUST-0501,PROD-077,STORE-08,2025-04-15,3,valid
ORD-01211,CUST-0984,PROD-061,STORE-10,2025-05-13,9,valid
ORD-01212,CUST-0359,PROD-045,STORE-03,2025-08-22,5,valid
ORD-01213,CUST-0767,PROD-089,STORE-02,2025-07-13,5,valid
ORD-01214,CUST-0029,PROD-050,STORE-01,2025-08-14,3,valid
ORD-01215,CUST-0875,PROD-074,STORE-13,2025-08-10,4,valid
ORD-01216,CUST-0878,PROD-029,STORE-11,2025-07-09,4,valid
ORD-01217,CUST-0694,PROD-027,STORE-05,2025-08-09,7,valid
ORD-01218,CUST-0526,PROD-003,STORE-14,2025-08-12,1,valid
ORD-01219,CUST-0486,PROD-017,STORE-11,2026-03-22,3,valid
ORD-01220,CUST-0616,PROD-002,STORE-04,2024-12-17,5,valid
ORD-01221,CUST-0623,PROD-040,STORE-12,2025-04-16,5,valid
ORD-01223,CUST-0471,PROD-033,STORE-04,2025-09-16,8,valid
ORD-01224,CUST-0310,PROD-087,STORE-09,2025-12-29,10,valid
ORD-01225,CUST-0407,PROD-075,STORE-02,2025-05-15,1,valid
ORD-01226,CUST-0524,PROD-085,STORE-14,2025-08-05,6,valid
ORD-01227,CUST-0575,PROD-083,STORE-10,2025-09-13,10,valid
ORD-01228,CUST-0290,PROD-039,STORE-11,2026-02-15,2,valid
ORD-01229,CUST-0494,PROD-009,STORE-06,2025-12-12,5,valid
ORD-01230,CUST-0656,PROD-042,STORE-14,2026-03-14,5,valid
ORD-01232,CUST-0193,PROD-020,STORE-09,2024-12-09,4,valid
ORD-01233,CUST-0922,PROD-008,STORE-13,2025-12-20,10,valid
ORD-01234,CUST-0414,PROD-085,STORE-06,2024-08-28,3,valid
ORD-01235,CUST-0739,PROD-004,STORE-11,2024-12-21,8,valid
ORD-01236,CUST-0303,PROD-034,STORE-15,2025-03-29,7,valid
ORD-01237,CUST-0415,PROD-050,STORE-12,2024-06-24,1,valid
ORD-01239,CUST-0352,PROD-093,STORE-12,2026-04-13,4,valid
ORD-01241,CUST-0929,PROD-086,STORE-06,2025-03-30,9,valid
ORD-01242,CUST-0308,PROD-022,STORE-14,2025-08-29,9,valid
ORD-01243,CUST-0186,PROD-038,STORE-02,2025-06-25,8,valid
ORD-01244,CUST-0132,PROD-095,STORE-05,2024-10-03,9,valid
ORD-01245,CUST-0782,PROD-024,STORE-11,2026-06-07,6,valid
ORD-01246,CUST-0671,PROD-012,STORE-04,2024-09-15,6,valid
ORD-01248,CUST-0431,PROD-043,STORE-06,2026-05-30,5,valid
ORD-01249,CUST-0600,PROD-038,STORE-08,2025-03-20,2,valid
ORD-01250,CUST-0482,PROD-007,STORE-14,2025-03-29,10,valid
ORD-01251,CUST-0595,PROD-080,STORE-02,2026-04-12,8,valid
ORD-01252,CUST-0911,PROD-025,STORE-09,2026-04-12,2,valid
ORD-01253,CUST-0889,PROD-088,STORE-07,2026-04-26,9,valid
ORD-01254,CUST-0306,PROD-053,STORE-01,2026-02-16,3,valid
ORD-01255,CUST-0141,PROD-026,STORE-06,2026-03-20,7,valid
ORD-01256,CUST-0584,PROD-059,STORE-03,2024-10-08,6,valid
ORD-01257,CUST-0884,PROD-092,STORE-03,2025-02-05,2,valid
ORD-01258,CUST-0500,PROD-043,STORE-11,2025-06-14,3,valid
ORD-01259,CUST-0321,PROD-082,STORE-01,2024-10-11,1,valid
ORD-01260,CUST-0463,PROD-036,STORE-04,2026-04-01,3,valid
ORD-01261,CUST-0591,PROD-098,STORE-03,2026-04-15,8,valid
ORD-01262,CUST-0805,PROD-098,STORE-13,2025-08-24,2,valid
ORD-01263,CUST-0133,PROD-079,STORE-07,2026-06-15,7,valid
ORD-01264,CUST-0414,PROD-055,STORE-08,2026-06-01,7,valid
ORD-01265,CUST-0005,PROD-005,STORE-09,2025-05-15,4,valid
ORD-01266,CUST-0749,PROD-048,STORE-01,2024-12-27,6,valid
ORD-01267,CUST-0776,PROD-068,STORE-04,2024-12-02,1,valid
ORD-01268,CUST-0693,PROD-001,STORE-11,2026-03-26,4,valid
ORD-01269,CUST-0232,PROD-089,STORE-15,2024-12-13,6,valid
ORD-01270,CUST-0320,PROD-017,STORE-02,2024-08-04,7,valid
ORD-01271,CUST-0516,PROD-076,STORE-05,2026-01-23,3,valid
ORD-01272,CUST-0067,PROD-006,STORE-05,2024-10-07,5,valid
ORD-01273,CUST-0467,PROD-094,STORE-09,2024-09-21,10,valid
ORD-01274,CUST-0537,PROD-044,STORE-07,2025-12-14,3,valid
ORD-01275,CUST-0351,PROD-063,STORE-06,2025-12-20,4,valid
ORD-01276,CUST-0169,PROD-052,STORE-01,2024-10-11,4,valid
ORD-01277,CUST-0230,PROD-094,STORE-03,2025-04-11,4,valid
ORD-01278,CUST-0752,PROD-003,STORE-10,2026-01-12,9,valid
ORD-01279,CUST-0174,PROD-016,STORE-06,2024-07-12,1,valid
ORD-01280,CUST-0385,PROD-082,STORE-05,2025-12-14,9,valid
